exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-454,دختر خانم ۲۳ ساله‌ای با شکایت خونریزی مداوم واژینال مراجعه کرده است. در بررسی انجام شده توده خوشه‌انگوری از سرویکس آویزان است. بیوپسی توده انجام شده که جواب پاتولوژی botryoid rhabdomyosarcoma است. بهترین درمان برای این بیمار چیست؟ الف) رادیوتراپی کامل,null,هیسترکتومی رادیکال با برداشت تخمدان‌ها,کموتراپی و جراحی حفظ باروری,کموتراپی و جراحی حفظ باروری,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-455,خانمی ۳۶ ساله متاهل و نولی پار، جراحی کونیزاسیون شده است که جواب پاتولوژی کارسینوم اسکواموس مهاجم سرویکس بدون تهاجم لنفی عروقی است. عمق تهاجم تومور ۲ میلی‌متر می‌باشد. حاشیه‌ها و کورتاژ اندوسرویس منفی است. اقدام مناسب بعدی چیست؟ الف) تحت نظرگیری و اجازه باروری,null,کونیزاسیون مجدد,رادیکال تراکلکتومی,رادیکال هیسترکتومی,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-481,سوال: خانمی G1 دیابتیک با شروع دردهای زایمانی در ۳۷ هفته بستری می‌گردد و دیلاتاسیون ۳ سانتی‌متر دارد. قبل از بستری شدن انسولین ۷۳۲۲و رکولار دریافت کردند و 135-58 گزارش شد. وزن تخمینی در سونوگرافی ¥Y-- گرم می‌باشد. اقدام مناسب چیست؟ - الف) تجویز نرمال سالین همراه با انسولین و سزارین,null,تجویز سرم قندی ۸۵۰ و تحت نظر قرار دادن بیمار,تجویز نرمال سالین + انسولین و فرصت زایمان واژینال,شروع دکستروز ۵/ و اینداکشن,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-482,سوال: خانمی ۸ ساله با ماموگرافی مبنی بر کلسیفیکاسیون‌های مشکوک در برست راست مراجعه کرده است. توده قابل لمس در معاینه یافت نمی‌شود. بیوپسی کارسینوم Ductal carcinoma in situ را نشان داد. مناسبترین اقدام درمانی برای این بیمار چیست؟ - الف) ماستکتومی سگمنتال و سپس پرتو درمانی,null,ماستکتومی توتال و سپس شیمی درمانی,ابتدا شیمی درمانی و سپس ماستکتومی توتال,ابتدا پرتو درمانی و سپس ماستکتومی سگمنتال,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-483,سوال: خانمی بدنبال رابطه جنسی با همسر جدید دچار دیزوری مختصر و لکه بینی شده است. در معاینه سرویسیت موکوپرولانت مشاهده شد. درمان ترجیحی بیمار کدام یک از موارد زیر می‌باشد؟ - الف) سفیکسیم + آزیترومایسین,null,نیتروفورانتولین + آزیترومایسین,نیتروفورانتوئین + سفیکسیم,سیپروفلوکساسین + مترونیدازول,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-513,بیماری رتینیت پیگمانتوزا به دنبال جهش در ۲۵ ژن مختلف بوجود می‌آید و احتمال دارد اتوزوم غالب، مغلوب یا وابسته به X باشد. این پدیده توسط چه مکانیسم ژنتیکی رخ می‌دهد؟ * ناهمگونی ژنتیکی * ناهمگونی جایگاه * ناهمگونی آللی * ناهمگونی فنوتیپی,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-514,همه میکرواورگانیسم‌های زیر در تست سیتولوژی سرویکس قابل شناسایی است بجز؟ * اکتینومایکوزیس * هرپس سیمپلکس * واژینوز باکتریال * کلامیدیا,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-526,بیمار خانمی ۲۷ ساله با سن حاملگی ۲۹ هفته که از یک هفته قبل دچار آبریزش بدون درد شده است. با تشخیص کوریوآمنیونیت ختم بارداری داده می‌شود. در بررسی به عمل آمده جفت دارای آبسه‌های متعدد می‌باشد. محتملترین تشخیص و درمان مناسب کدام است؟ الف) لایم - آمپی سیلین و کلیندامایسین,null,استرپتوکوک بتا همولیتیک - سفازولین,لیستریوزیس - آمپی سیلین و جنتامایسین,استافیلوکوک مقاوم به متی سیلین - کوآموکسی‌کلاو,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-527,خانم ۳۸ ساله G3P1 با تشخیص CIN III (سرطان درجا) جراحی LEEP شده است. جواب پاتولوژیک، سرطان اسکواموس با تهاجم به عمق ۱ میلی‌متر و پهنای ۲ میلی‌متر گزارش شده است. بهترین اقدام چیست؟ الف) انجام پاپ اسمیر و ECC (Endocervical Curettage) ماه بعد,null,مخروط برداری با چاقوی سرد,Conization مجدد با LEEP,هیسترکتومی با حفظ تخمدان‌ها,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-540,خانم ۱۱ ساله با ضایعه ناحیه کلیتوریس مراجعه کرده است. در طی بیوپسی SCC ولو گزارش شده است. چه درمانی برای بیمار انجام می‌دهید؟ - الف) Wide local excision + لنفادنکتومی آپنگوینال فمورال دوطرفه,null,Radical vulvectomy + لنفادنکتومی آپنگوینال فمورال دوطرفه,Small field Radiotherapy,Extended field Radiotherapy,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-542,خانم ۵۴ ساله کاندید جراحی هیسترکتومی می‌باشد. بیمار علائم سرفه، تاکی‌پنه دارد. کدام یک از اقدامات تشخیصی قبل عمل صحیح‌تر است؟ - الف) CXR,null,نمونه‌برداری از ترشحات خلط,اسپیرومتری ریه,CT اسکن,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-547,سوال ۱۰: خانم ۴۱ ساله با G3P1A0 با خونریزی نامرتب رحمی مراجعه کرده و نتیجه بیوپسی آندومتر Atypical complex hyperplasia گزارش شده است. بیمار تمایل به بارداری دارد. کدام اقدام درمانی را ترجیح می‌دهید؟ - تجویز مدروکسی‌پروژسترون مداوم به مدت ۲-۶ ماه - تجویز مژسترول استات mg ۴۰-۱۶۰ مداوم به مدت ۲-۶ ماه - تجویز مژسترول استات mg ۴۰-۱۶۰ سیکلیک از روز ۱۰ سیکل به مدت ۲ هفته - درمان با GnRH آگونیست به مدت ۲ ماه,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-548,سوال ۱۱: خانم ۳۵ ساله و primi gravida با توده تخمدان. کاندید لاپاراتومی شده است. حین جراحی توده محدود به تخمدان بوده و فروزن توده را گرانولوزاسل تومور گزارش کرده است. کدام یک از اقدامات زیر صحیح است؟ - Cystectomy + Pelvic lymphadenectomy - Unilateral adnexectomy + Endometrial Biopsy - TAH + Unilateral adnexectomy - TAH + BSO + Staging,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-550,سوال ۱۳: خانم ۲۰ ساله با یک توده Cyctic-Solid حدود ۸ سانتی‌متری در تخمدان راست تحت جراحی Cystectomy قرار گرفت و فروزن حین عمل توده را مشکوک برای بدخیمی گزارش کرده است. چه اقدامی جهت بیمار ارجح است؟ - برداشتن تخمدان راست - بیوپسی از تخمدان چپ - خاتمه جراحی و ادامه کار براساس پاتولوژی قطعی - انجام مرحله‌بندی کامل,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-551,سوال ۱۴: خانم ۴۰ ساله با ۴ فرزند. به علت CIN III تحت جراحی Conization قرار گرفته است و در پاتولوژی علاوه بر CIN III آدنوکارسینوم Insitu سرویکس گزارش شده است. اقدام ارجح کدام است؟ - پیگیری دوره‌ای بیمار - هیسترکتومی ساده - رادیوتراپی اکسترنال - براکیتراپی,null,null,null,null,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-570,۴۱. در بیوپسی ضایعه استئوئید سرویکس، کلپوسکوپی خانم ۳۵ ساله‌ای مولتی‌بار با SCC سرویکس با تهاجم استرومال ۲ میلی‌متر گزارش شده است. درمان صحیح کدام است؟ - الف) رادیوتراپی,null,هیسترکتومی ساده,هیسترکتومی رادیکال تایپ ۳,کمورادیوتراپی,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-575,۷. خانم ۴۶ ساله دیابتی با درد ناحیه ولو مراجعه کرده است. بیمار تب‌دار و لکوسیتوز دارد. در معاینه پوست لابیا ماژور یک طرفه ادماتو تیره رنگ و به نظر نکروتیک می‌آید و علامت کریپیتوس مثبت است. اقدام صحیح کدام است؟ - الف) آنتی‌بیوتیک تراپی و بررسی مجدد,null,رادیوگرافی ناحیه و بررسی مجدد,استفاده از لیزر,دبریدمان جراحی,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-576,۸. حین عمل هیسترکتومی قسمت انتهای حالب دچار Crush injury شده است. اقدام بعدی را بفرمایید؟ - الف) استنت حالب و پوشش با اپی‌لوم,null,یورترویورتروستومی + استنت حالب,رزکسیون ناحیه و یورترونفروستومی,یورترویورتروستومی با حرکت حالب به سمت مقابل با آناستوموز End-To-Side,
fellowship_oncology_1403.jsonl,OBGYN-1403-CAT-605,خانم ۴۰ ساله با سابقه مصرف قلیان به علت اندومتریوز لگن تحت جراحی لاپاروسکوپی قرار گرفت. بیمار روز دوم پس از عمل دچار سرفه و تب شده است. کدام یک از روش‌های تشخیصی زیر به عنوان اولین اقدام صحیح است؟ - Chest X ray - Pelvic CT Scan - Blood culture - Chest CT,null,null,null,null,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-001,کدام یک از نشانه‌های تصویربرداری برای تشخیص آپاندیسیت حاد. بیشترین حساسیت رادارد؟,ضخیم شدن دیوارهآپاندیس,وجود چربیپری‌آیاندیس,۷ افزایش اندازه GL SLT بیش از ۶میلی‌متر,افزایش جذب ماده Hele در دیوارهآپاندیس,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-002,دربیمار مبتلا به سرطان تخمدان با کارسینوماتوز گسترده و انسداد روده باریک. کدام گزینه برای مدیریت جراحی بهترینانتخاب,است؟,کولوستومی دائمی Gly جلوگیری از انسدادمجدد,شنت روده‌ای برای عبور مدفوع و جلوگیری از جراحیبزرگ,۷ رزکسیون روده‌ای همراه با آناستوموز اولیه در صورتامکان,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-003,در مدیریت اولیه بیمار مبتلا به فیستول روده کوچک. کدام گزینه نادرستاست؟,استراحت روده همراه با ساکشننازوگاستریک,احیای مایعات والکترولیت‌ها,کف تغذیه وریدی بلافاصله پس ازتشخیص,کنترل سیسیس و مراقبت ازپوست,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-005,در بیماری که با افت سطح هوشیاری» اسیدوز متابولیک با آنیون گپ بالاء و شکاف آسمولار افزایش‌یافته مراجعه کرده است.کدام,کتواسیدوزدیابتی,لاکتیک اسیدوز ناشی ازشوک,نارسایی کلیه با اسیدوزاورمیک,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-007,مرد ۲۸ ساله‌ای با ناباروری و ژنوتیپ ۴۷۰۰۷ مراجعه می‌کند. آزمایش‌های هورمونی. کاهش تستوسترون و افزایش!۴۵۲ و LHرا تجویز مهارکننده‌هایآروماتاز تزریق گنادوترویین‌ها جهت افزایشباروری,فلودر وکورتیزون ۰.۱ میلی‌گرم روزانه)۱۰۵۹ در هفته PA بارداری با cer] فشار خون ۹۵/۱۴۵ mmHg و افزایش قند خونناشتا,۷-بالا,تستوسترون:نرمال,قند ناشتا:۱۱۵/۵۲۱۰۵,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-008,بهترین اقدام درمانی در این بیمارچیست؟ افزایش پردنیزون برای کاهش ۱۷ g-OHP جلوگیری از پیشرفتهیپرآندروژنیس v تبدیل پردنیزون به هیدروکورتیزون و کاهش دوز فلودروکورتیزون برای کنترل فشار خون و قندخون افزودن متفورمین برای کنترل قند خون و جلوگیری از دیابتبارداری قطع فلودروکورتیزون Gly کاهش فشار خون و ادم. بدون تغییر در درمانگلوکوکورتیکوئیدی JlosFSH و۲۱ ۱: کمیافزایش‌یافته YL: AMH کاریوتیپ:۴۶xy,گن Gly بررسی وجود بیضه‌های داخلی با بقایایرحمی,ی بررسی جهش در OF گیرنده آندروژن S۹۵ Gly ARتشخیص,لاپاروسکویی تشخیصی Gly بررسی ساختارهای تناسلیداخلی,تعیین سطح دی‌هیدروتستوسترون GIYDHT افتراق از نقصهآلفا-ردوکتاز,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-009,خانم ۲۸ lw ۶۲۳۱در هفته ۲۶ بارداری با هیرسوتیسم پیشرونده آکنه شدید و بم‌ شدن صدا مراجعه کرده است. دربررسی‌های,آزمایشگاهی:,تستوسترون۳۵۰ng/dl,تصویربرداری سونوگرافی: توده تخمدانی مولتی لوکوله» بدون افزایش واسکولاریتی دیده میشود.,آزمایش مهار دگزامتازون Gly افتراق از تومورآدرنال,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-010,تخمدان برای بررسی توده بدخیماحتمالی بیوپسی هدایت‌شده با سونوگرافی از تودهتخمدان “ مشاهده و پیگیری سونوگرافی تا زمانزایمان صفحه ۲۷۵ excess androgen production پارگراف دوم خط۱۱ ۱(- در طی جراحی رادیکال هیسترکتومی جراح تصمیم به استفاده از استیلر Gly بستن لیگامان اینفندیبلوپلویک میگیرد.چهنوع استیلری را انتخابکند؟ EEA GIA vY TA wa -۳ جراحی در GLAS رتروپریتوین در پارامتر لترال دچار خونریزی از شاخه Glo کوچک شریانی شده. بهترین کلامپ برایهموستاز elasاست؟ right angle Y Kelly Heany,Zeppelin,ماکسون,PDS v,Dex,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-012,متوجه آسیب به مثانه شده. اقدام مناسب بعدی کداماست؟,تعبیه دابل جی و بعد از ترمیم کاف» ترمیممتانه,با توجه به اینکه در بیشتر مواقع Cowl در سطح تریگون میباشد ترمیم مثانه توسط ارولوژیست انجامشود.,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-014,یکی از مزایای Lol هیسترکتومی واژینال نسبت به روش های لاپاروسکوییک و لاپاروتومیچیست؟,کاهش نیاز به آنتی بیوتیک پروفیلاکتیک قبلعمل,امکان برداشتن همزمان تخمدان ها بدون افزایش پیچیدگیجراحی,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-016,بیمار خانم ۳۲ ساله به علت AU بینی و درد مختصر در dob سویرایوبیک به مطب زنان مراجعه کرده است بیمار شرححال,خونریزی های نامرتب و طی انجام آزمایشات در حد ۳۵۰۰ دارد در سونوگرافی انجام شده در به درمانگاه سطح یک نشانهای,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-017,از بارداری داخل رحمی نداشته است و در لگن نیز مایع آزاد و پاتولوژی خاصی مشاهده نشده است. اقدام صحیح کداماست؟,شروع درمان بامتوترکسایت,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-018,بستری و تکرار سونوگرافی وتیترا[۸۰۰۶,انجام سونوگرافی هفتهبعد,نواک ۲۰۲۰ فصل ۳۲-سقط زودرس و حاملگیاکتوییک,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-019,خانم ۴۰ ساله باردار با جواب تیتراژهای ۴۸۵۶۶ ساعته طی هفته قبل در حال حاضر مراجعه کرده است برای بیمار با توجهبه,سونوگرافی prc مشاهده حاملگی داخل یا خارج رحمی و پلاتو بودن ۸۱۰۶در حد ۱۸۰۰ دیلاتاسیون و کورتاژ انجام شد وجهت,پاتولوژی ارسال شد و بیمار مرخص گردید. بیمار ۵ روز بعد با درد شکمی dy اورژانس مراجعه کرده و تحت جراحی و تزریق خونقرار,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-020,گرفت. کدام اقدام لازم بود برای بیمار طی بستری قبلی انجام شود؟ ۷ مشاهده چشمی ساک حامگی و پرزهای کوریونی توسط جراح برای ردحاملگی,بستری jlay تا زمان اماده شدن جوابپاتولوژی,تیتراژ ۴۸۵۵۵ ساعت بعد از کورتاژ به صورت سریایی و پی گیریآن,بستری و سونوگرافی ۲۴ ساعت بعد ازکورتاژ,نواک ۲۰۳۰ فصل۳۲ - سقط زودرس و حاملگیاکتوپیک,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-021,درموارد پاندمی کووید ۱۹ چه اقداماتی جهت انجام Joc الکتیو لاپارسکوپی توصیهمیشود؟,در صورت بستری دربخش مراقبتهای ویژه بعلت کووید توصیه میشود جراحی ۶ هفته بعد از ابتلا انجامشود.,در صورت آسیمیتوماتیک بودن فرد « توصیه می شود یک هفته قبل از جراحی قرنطینهباشد.,ی انجام تست کووید ۲-۱ روز قبل از جراحی لازماست.,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-022,کدام پرسیجر نیاز به پروفیلاکسی آنتی بیوتیکیدارد؟,TOT v,LEEP,هیستروسالینگوگرافی,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-024,pls -۴ ۶ ساله مبتلا به اندومتریوز جهت مشاوره قبل از بارداری مراجعه کرده است.کدامیک ازموارد زیر در مورد ایشانصحیح,است؟,احتمال رشد ضایعات در تریمستر اول و دوران شیردهی وجوددارد.,جراحی اندومتریوز شانس سقط خود به خود را کمتر میکند.,lol v روشهای کمک باروری شانس سقط را بیشتر میکند.,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-025,خانمی OA ساله با سابقه ۴ زایمان طبیعی بعلت خروج کامل قله واژن مراجعه کردهاست. بیمار IP سال قبل هیسترکتومی و ۴ سال بعد بعلت پرولایس کاف واژن تحت عمل جراحی لاپاروسکوییک ساکروکولیویکسیIS گرفته است او سابقه بیماری بجز هیپوتیروییدی کنترل شده نمی دهد در معاینه GIS ۹ دیوارهای واژن هنگام زور زدن کاملابیرون قرار می گیرد. کدام روش درمانی زیر را برای ایشان مناسب تر میدانید؟,لایاراتومی و فیکس کردن مثانه و رکتوم به جدارON,چون عمل مجدد بسیار پرمخاطره است بهترین پیشنهاد عمل Fort عامیباشد.,لایاراتومی و فیکس مش قبلی به جدارشکم,۷ لاپاروسکویی و خروج مش قبلی و عمل مجدد ساکروکولپویکسی با مشجدید,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-026,هنگام oc ساکروکولیوپکسی کدام یک از موارد زیر برای پیشگیری از عوارض احتمالی مهم تراست؟,Deep bowel prep,استفاده ازNatural Mesh,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-028,در هنگام Joc لایاروسکوپیک ساکروکولپوپکسی چنانچه خونریزی شدید از عروق پره ساکرال اتفاق افتاد کدام اقدام زیر Glyکنترل خونریزی مناسب تراست؟,presacral suturing with barbed threads,placement of stainless steel thumbtacks,یuse of fibrin containing gel matrix,wire suturing,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-030,"در خانم ۲۲ ساله با درد گهگاهی شکم که با تشخیص تخمدانهای نزول ۰۵,۵۵ (Undescended ovaries (مراجعه نمودهاست کدامیک از گزینه های زیر صحیح میباشد؟",به دلیل منشا جداگانه تخمدان از رحم. شیوع Yl در جمعیت عادی در مقایسه با جمعیت دارای انومالی مولرین تفاوتیندارد.,جراحی با لایاروسکوپی به منظور ORL آوردن تخمدان ها باید انجامگردد.,تخمدانهای این افراد در قیاس با افراد نرمال دارای خونرسانی کمتر وسایز کوچکتر میباشند.,‌‌ِ در افرادی که قصد بارداری را دارند « (yo بایست ART پیشنهادگردد.,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-032,کدامیک از گزینه های زیر درخانم ۳۰ ساله با ۲۳اینترستیشیال به منظور کاهش خونریزی حین جراحی غلط میباشد؟,استفاده از کوتر بای پولار به منظور هموستازتانویه,تزریق وازوپرسین رقیق شده ay میومتر مجاور محل EP و سپس شروعجراحی,ابتدا انجام سوچورهای purse حول قاعده EP و سپس شروعجراحی,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-033,"بیمار ۵۵ ساله‌ای پس از عمل جراحی هیسترکتومی لاپاراسکوپیک به دلیل فیبروم رحمیء در بخش ریکاوری بستری است.جراح قصد دارد yj, غذایی بیمار را زودهنگام آغاز کند. با توجه به اصول تغذیه پس از جراحی کدام یک از گزینه‌های زیر در موردتغذیه زودهنگام (Early Oral Feeding) صحیحاست؟ v کاهش موربیدیته جراحی و بازگشت سریعتر فانکشنگوارشی افزایش نیاز به داروهای ضد تهوع و کاهش تحمل تغذیهدهانی افزایش خطر نشت آناستوموز و خونریزیگوارشی Vo slay ۴ ساله با سابقه فشار خون بالا وتومور مغزی و عمل جراحی هیسترکتومی واژینال « در روز پنجم پس از عمل با درد وتورم",ساق GL چپ مراجعه می‌کند. سونوگرافی ترومبوز ورید عمقی (DVT) را تأیید می‌کند. با توجه به خطر GUL ترومبوآمبولی)۴۳,elas (PE) یک از گزینه‌های زیر برای slaw مناسب‌تراست؟,"شروع درمان با هپارین با وزن مولکولی کم (LMWH) به صورت زیرجلدی, همراه با وارفارین تا زمان رسیدن INR به حددرمانی",شروع درمان با داروهای ضدانعقاد خوراکی مستقیم (DOACS) مانند ریواروکسابان به صورتتک‌درمانی,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-034,استفاده از فیلتر ورید اجوف تحتانی Gly (IVE) جلوگیری از آمبولیریه,شروع درمان با هپارین انفوزیونی تا زمان تثبیت وضعیت slay و سپس تغییر به درمانخوراکی,plas -۵ یک از اعصاب زیر فقط عصب دهی حرکتی دارد؟,ایلیوهایپوگاستریک,۶- بعد از Jos جراحی لایاراسکویی برداشتن رحم و تخمدان‌ها و لنفادنکتومی لگنی به علت کنسر آندومتر در یک خانم OP ساله.بیمار,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-035,دچار بی‌حسی در OL داخلی ران می‌شود. آسیب کدام عصب مطرح میباشد؟,فمورال جلدیخارجی,پودندال,vابتوراتور,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-036,خانم FA ساله dy علت دیسمنوره شدید که به درمان دارویی جواب نداده cowl تحت Jos جراحی برداشتن رحم و تخمدان‌هاو,برداشتن ندول یوتروساکرال دو طرف و رزکشن آناستوموز روده قرار گرفته است. بعد از عمل دچار احتباس ادرار و یبوستمی‌شود.,پودندالداخلی,پودندالخارجی,ابتوراتور,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-037,کدامیک از موارد زیر برای کاهش خطر آسیب حالب Yar جراحی ژنیکولوژی کمک کنندهاست؟,خونریزی از بدیکل زاویه واژن را با سوچورهای سطحی صفر کنترلشود.,در هنگام جراحی Burch با موبیلیزه کردن وسیع لترال مثانه» از آسیب حالب پیشگیریشود.,Gly v پیشگیری از آسیب حالب در هنگام جراحی در GLAS رتزیوس. دایسکشن درست نزدیک سمفیز پوبیسباشد.,در هنگام ساسینشن یوتروساکرال» سوچورها را نزدیک و کمی پایین تر از سطح خار ایسکیال زدهشود.,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-038,"خانم ۳۸ساله, ۲۵ روز بعد از لاپاراسکوپی اندومتریوز پیشرفته لگنی با درگیری کلدوساک با درد شکم, تب غیرقابل توجیهو",احساس یک توده در Crow چپ شکم و لگن مراجعه کرده است. در آزمایشات لکوسیتوز دیده می شود. بهترین اقدامتشخیصی,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-039,جهت نوع آسیب کداماست؟,بررسی کراتینینسرم,LCT Scan v کنتراست داخلوریدی,MRI,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-040,خانمی Fo ساله با سابقه ۳ بار سزارین و هیسترکتومی حین سزارین سوم به علت پره US که تحت ترمیم وسیع متانه dyعلت کردن چسبندگی قرار میگیرد. بیمار سابقه سنگ AIS چپ را ذکر می کند. دو هفته بعد از عمل متوجه آسیب حرارتی شدید وپارگی حالب در ad GUL لگنی شده. بهترین روش ترمیم در این بیمار lasاست؟ یورترونئوسیستوستومی,Boari flap,ترانسیورترویورتروستومی,lleal interposition Y,صفحه ۶۹۰-ستون چپ-پاراگراف اول-سطر ol تاآخر,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-041,"(۴- بعد از انجام کولیوساسپنشن رتروپوبیک در حین سیستوسکوپی متوجه یک سوچور در دیواره مثانه شده, کدام یک ازاقدامات",ضروری نمیباشد؟,برداشتنسوچور,vY سونداژ Aili جهت درناز ۷۰۱۰روز,ترمیم مثانه در صورت لسراسیونمنانه,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-043,خانم ۸ ساله. دو روز قبل تحت جراحی اندومتریوز قرار گرفته واز درد شدید محل انسیزیون شاکی است. در معاینه اریتممختصرو,سفتازیدیم ومترونیدازول,جنتاایسین وکلیندامایسین,= پنی سیلین وکلیندامایسین,پی پراسیلینتازوباکتام,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-045,خانمی ۳۵ ساله که ۴ روز قبل ay علت آندومتریوز ۴ ۲۹۶]وتحت عمل لاپاراسکوپی قرار گرفته است. به علت تهوع و استفراغو,دیستانسیون شکمی به آورزانس مراجعه کرده است‌در معاینه شکم دیستانسیون وجود دارد و صداهای روده ای شنیده نمیشود.,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-046,بهترین اقدام ag! کداماست؟,شروع درمان طبی و در صورت PAS بهبودی پس از ۴۸-۷۲ ساعت CT-scan با dvogiGl-contrast میشود.,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-047,اکردن بیمار وتصحیح آبوالکترولیت,vY بلافاصله انجامCT-scan with Gl-contrast,گذاشتن gNG-tube تخلیه هوایمعده,۶- خانم OA ساله که به دلیل کانسر آندومتر کاندید ۲۲۲۸۵۰ می‌باشد. مبتلا به IHTN ۱ سال قبل می‌باشد که تحت درمانبا,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-048,متورال ۵۰ میلی گرم صبح هایک عدد و لوزارتان ۵۰ میلی گرم روزانه یک عدد می‌باشد. در مورد بیمار فوق کدام اقداممناسب است؟,متورال slay صبح روز جراحی قطعشود.,لوزارتان بیمار صبح روز جراحی ادامهیابد.,متورال بیمار دوباره پس از عمل» پس از تابید عملکرد خوب ۴S و وضعیت یوولمی jlo شروعشود.,-FV بیمار خانم ۳۲ ساله که کاندید جراحی الکتیو میومکتومی لاپاراسکوپی می‌باشد. در آزمایشات قبل از TSH=۰.۰۲ Loc دارد کهبا,
